"EnsID.y","EnsID","EnsName.x","GeneClassUpdate.x","EnsName.y","GeneClassUpdate.y","pairs","AbsDistLnc_PCG","DistLnc_PCG","str.x","str.y","LncRNA-PCG Relationship"
"ENSG00000071626.16","ENSG00000266990.1","LLNLR-284B4.2","Bona fide lncRNA","DAZAP1","Protein coding","ENSG00000266990.1-ENSG00000071626.16",404.812,-404.812,"-","+","Intergenic"
"ENSG00000071655.17","ENSG00000266990.1","LLNLR-284B4.2","Bona fide lncRNA","MBD3","TF","ENSG00000266990.1-ENSG00000071655.17",582.773,-582.773,"-","-","Intergenic"
"ENSG00000071859.14","MSTRG.33807",NA,"Bona fide lncRNA","FAM50A","Protein coding","MSTRG.33807-ENSG00000071859.14",677.644,-677.644,"-","+","Intergenic"
"ENSG00000071859.14","ENSG00000197180.2","CH17-340M24.3","Bona fide lncRNA","FAM50A","Protein coding","ENSG00000197180.2-ENSG00000071859.14",15.647,-15.647,"-","+","Intergenic"
"ENSG00000071889.16","MSTRG.33807",NA,"Bona fide lncRNA","FAM3A","Protein coding","MSTRG.33807-ENSG00000071889.16",749.735,-749.735,"-","-","Intergenic"
"ENSG00000071889.16","ENSG00000197180.2","CH17-340M24.3","Bona fide lncRNA","FAM3A","Protein coding","ENSG00000197180.2-ENSG00000071889.16",87.738,-87.738,"-","-","Intergenic"
"ENSG00000072062.13","ENSG00000267519.5","CTD-3252C9.4","Bona fide lncRNA","PRKACA","Protein coding","ENSG00000267519.5-ENSG00000072062.13",264.325,-264.325,"-","-","Intergenic"
"ENSG00000072071.16","ENSG00000267519.5","CTD-3252C9.4","Bona fide lncRNA","ADGRL1","Protein coding","ENSG00000267519.5-ENSG00000072071.16",318.045,-318.045,"-","-","Intergenic"
"ENSG00000072201.13","ENSG00000226950.6","DANCR","Bona fide lncRNA","LNX1","Protein coding","ENSG00000226950.6-ENSG00000072201.13",769.346,-769.346,"+","-","Intergenic"
"ENSG00000072201.13","ENSG00000248866.1","USP46-AS1","Bona fide lncRNA","LNX1","Protein coding","ENSG00000248866.1-ENSG00000072201.13",822.438,-822.438,"+","-","Intergenic"
"ENSG00000072274.12","ENSG00000228109.1","MELTF-AS1","Bona fide lncRNA","TFRC","Protein coding","ENSG00000228109.1-ENSG00000072274.12",920.717,920.717,"+","-","Intergenic"
"ENSG00000072501.17","ENSG00000232593.7","KANTR","Bona fide lncRNA","SMC1A","CC","ENSG00000232593.7-ENSG00000072501.17",302.221,-302.221,"+","-","Intergenic"
"ENSG00000072506.12","ENSG00000232593.7","KANTR","Bona fide lncRNA","HSD17B10","Protein coding","ENSG00000232593.7-ENSG00000072506.12",340.216,-340.216,"+","-","Intergenic"
"ENSG00000072518.20","ENSG00000255717.6","SNHG1","Bona fide lncRNA","MARK2","Protein coding","ENSG00000255717.6-ENSG00000072518.20",983.043,-983.043,"-","+","Intergenic"
"ENSG00000072518.20","ENSG00000256940.1","RP11-783K16.5","Bona fide lncRNA","MARK2","Protein coding","ENSG00000256940.1-ENSG00000072518.20",350.778,350.778,"+","+","Intergenic"
"ENSG00000072518.20","MSTRG.5432",NA,"Bona fide lncRNA","MARK2","Protein coding","MSTRG.5432-ENSG00000072518.20",290.574,290.574,"-","+","Intergenic"
"ENSG00000072571.19","ENSG00000241956.9","CTC-340A15.2","Bona fide lncRNA","HMMR","CC","ENSG00000241956.9-ENSG00000072571.19",836.036,836.036,"+","+","Intergenic"
"ENSG00000072736.18","ENSG00000276075.1","CTD-2012K14.8","Bona fide lncRNA","NFATC3","TF","ENSG00000276075.1-ENSG00000072736.18",555.64,-555.64,"-","+","Intergenic"
"ENSG00000072736.18","ENSG00000270049.2","RP11-297D21.4","Bona fide lncRNA","NFATC3","TF","ENSG00000270049.2-ENSG00000072736.18",603.96,-603.96,"+","+","Intergenic"
"ENSG00000072778.19","ENSG00000215067.9","ALOX12-AS1","Bona fide lncRNA","ACADVL","Protein coding","ENSG00000215067.9-ENSG00000072778.19",207.457,-207.457,"-","+","Intergenic"
"ENSG00000072778.19","ENSG00000267532.5","MIR497HG","Bona fide lncRNA","ACADVL","Protein coding","ENSG00000267532.5-ENSG00000072778.19",200.176,-200.176,"-","+","Intergenic"
"ENSG00000072818.11","ENSG00000215067.9","ALOX12-AS1","Bona fide lncRNA","ACAP1","Protein coding","ENSG00000215067.9-ENSG00000072818.11",332.982,-332.982,"-","+","Intergenic"
"ENSG00000072818.11","ENSG00000267532.5","MIR497HG","Bona fide lncRNA","ACAP1","Protein coding","ENSG00000267532.5-ENSG00000072818.11",325.701,-325.701,"-","+","Intergenic"
"ENSG00000072840.12","ENSG00000251580.1","RP11-539L10.3","Bona fide lncRNA","EVC","Protein coding","ENSG00000251580.1-ENSG00000072840.12",880.215,880.215,"-","+","Intergenic"
"ENSG00000072952.18","ENSG00000247271.6","ZBED5-AS1","Bona fide lncRNA","MRVI1","Protein coding","ENSG00000247271.6-ENSG00000072952.18",164.245,164.245,"+","-","Intergenic"
"ENSG00000072954.6","ENSG00000269439.5a","CTD-3131K8.2","Bona fide lncRNA","TMEM38A","Protein coding","ENSG00000269439.5a-ENSG00000072954.6",831.147,831.147,"-","+","Intergenic"
"ENSG00000073008.14","ENSG00000267757.4","EML2-AS1","Bona fide lncRNA","PVR","Protein coding","ENSG00000267757.4-ENSG00000073008.14",997.397,997.397,"+","+","Intergenic"
"ENSG00000073111.13","ENSG00000244300.2","GATA2-AS1","Bona fide lncRNA","MCM2","CC","ENSG00000244300.2-ENSG00000073111.13",890.989,890.989,"+","+","Intergenic"
"ENSG00000073150.13","ENSG00000205559.3","CHKB-AS1","Bona fide lncRNA","PANX2","Protein coding","ENSG00000205559.3-ENSG00000073150.13",412.295,412.295,"+","+","Intergenic"
"ENSG00000073169.13","ENSG00000205559.3","CHKB-AS1","Bona fide lncRNA","SELENOO","Protein coding","ENSG00000205559.3-ENSG00000073169.13",376.584,376.584,"+","+","Intergenic"
"ENSG00000073536.17","ENSG00000267321.2","LINC02001","Bona fide lncRNA","NLE1","Protein coding","ENSG00000267321.2-ENSG00000073536.17",425.805,425.805,"+","-","Intergenic"
"ENSG00000073578.16","ENSG00000225138.7","CTD-2228K2.7","Bona fide lncRNA","SDHA","Protein coding","ENSG00000225138.7-ENSG00000073578.16",255.318,255.318,"+","+","Intergenic"
"ENSG00000073584.18","ENSG00000265666.1","RARA-AS1","Bona fide lncRNA","SMARCE1","Protein coding","ENSG00000265666.1-ENSG00000073584.18",304.677,-304.677,"-","-","Intergenic"
"ENSG00000073614.12","ENSG00000177406.4","RP11-218M22.1","Bona fide lncRNA","KDM5A","Protein coding","ENSG00000177406.4-ENSG00000073614.12",253.527,253.527,"+","-","Intergenic"
"ENSG00000073711.10","ENSG00000239213.5","NCK1-AS1","Bona fide lncRNA","PPP2R3A","Protein coding","ENSG00000239213.5-ENSG00000073711.10",896.065,896.065,"-","+","Intergenic"
"ENSG00000073969.18","ENSG00000214401.4","KANSL1-AS1","Bona fide lncRNA","NSF","Protein coding","ENSG00000214401.4-ENSG00000073969.18",397.093,-397.093,"+","+","Intergenic"
"ENSG00000074047.21","ENSG00000236859.6","NIFK-AS1","Bona fide lncRNA","GLI2","TF","ENSG00000236859.6-ENSG00000074047.21",758.663,758.663,"+","+","Intergenic"
"ENSG00000074054.17","ENSG00000236859.6","NIFK-AS1","Bona fide lncRNA","CLASP1","Protein coding","ENSG00000236859.6-ENSG00000074054.17",0.405,0.405,"+","-","Bidirectional"
"ENSG00000074071.14","ENSG00000260565.6","ERVK13-1","Bona fide lncRNA","MRPS34","Protein coding","ENSG00000260565.6-ENSG00000074071.14",892.195,892.195,"-","-","Intergenic"
"ENSG00000074071.14","ENSG00000260778.5","RP11-304L19.13","Bona fide lncRNA","MRPS34","Protein coding","ENSG00000260778.5-ENSG00000074071.14",495,495,"+","-","Intergenic"
"ENSG00000074071.14","ENSG00000260260.1","SNHG19","Bona fide lncRNA","MRPS34","Protein coding","ENSG00000260260.1-ENSG00000074071.14",382.203,382.203,"-","-","Intergenic"
"ENSG00000074319.12","MSTRG.4985",NA,"Bona fide lncRNA","TSG101","Protein coding","MSTRG.4985-ENSG00000074319.12",61.509,61.509,"+","-","Intergenic"
"ENSG00000074416.13","ENSG00000244300.2","GATA2-AS1","Bona fide lncRNA","MGLL","Protein coding","ENSG00000244300.2-ENSG00000074416.13",665.962,665.962,"+","-","Intergenic"
"ENSG00000074800.13","ENSG00000234546.3","LINC01759","Bona fide lncRNA","ENO1","Protein coding","ENSG00000234546.3-ENSG00000074800.13",303.314,303.314,"+","-","Intergenic"
"ENSG00000074800.13","ENSG00000228526.6","MIR34AHG","Bona fide lncRNA","ENO1","Protein coding","ENSG00000228526.6-ENSG00000074800.13",273.644,273.644,"-","-","Intergenic"
"ENSG00000074842.7","MSTRG.15887",NA,"Bona fide lncRNA","MYDGF","Protein coding","MSTRG.15887-ENSG00000074842.7",54.155,54.155,"+","-","Intergenic"
"ENSG00000074855.10","ENSG00000269439.5a","CTD-3131K8.2","Bona fide lncRNA","ANO8","Protein coding","ENSG00000269439.5a-ENSG00000074855.10",157.56,157.56,"-","-","Intergenic"
"ENSG00000074855.10","MSTRG.16351",NA,"Bona fide lncRNA","ANO8","Protein coding","MSTRG.16351-ENSG00000074855.10",873.483,873.483,"+","-","Intergenic"
"ENSG00000074935.13","ENSG00000231889.7","TRAF3IP2-AS1","Bona fide lncRNA","TUBE1","CC","ENSG00000231889.7-ENSG00000074935.13",520.45,-520.45,"+","-","Intergenic"
"ENSG00000074964.16","ENSG00000228549.3","RP11-108M9.3","Bona fide lncRNA","ARHGEF10L","Protein coding","ENSG00000228549.3-ENSG00000074964.16",667.551,-667.551,"+","+","Intergenic"
"ENSG00000074964.16","MSTRG.397",NA,"Bona fide lncRNA","ARHGEF10L","Protein coding","MSTRG.397-ENSG00000074964.16",799.31,-799.31,"+","+","Intergenic"
"ENSG00000074964.16","ENSG00000238142.1","RP11-108M9.4","Bona fide lncRNA","ARHGEF10L","Protein coding","ENSG00000238142.1-ENSG00000074964.16",650.186,-650.186,"-","+","Intergenic"
"ENSG00000075142.13","ENSG00000182165.17","TP53TG1","Bona fide lncRNA","SRI","Protein coding","ENSG00000182165.17-ENSG00000075142.13",874.564,-874.564,"-","-","Intergenic"
"ENSG00000075218.18","ENSG00000241990.5","PRR34-AS1","Bona fide lncRNA","GTSE1","CC","ENSG00000241990.5-ENSG00000075218.18",243.036,-243.036,"+","+","Intergenic"
"ENSG00000075234.16","ENSG00000241990.5","PRR34-AS1","Bona fide lncRNA","TTC38","Protein coding","ENSG00000241990.5-ENSG00000075234.16",214.259,-214.259,"+","+","Intergenic"
"ENSG00000075240.16","ENSG00000241990.5","PRR34-AS1","Bona fide lncRNA","GRAMD4","Protein coding","ENSG00000241990.5-ENSG00000075240.16",522.307,-522.307,"+","+","Intergenic"
"ENSG00000075303.12","ENSG00000182165.17","TP53TG1","Bona fide lncRNA","SLC25A40","CC","ENSG00000182165.17-ENSG00000075303.12",496.226,-496.226,"-","-","Intergenic"
"ENSG00000075303.12","ENSG00000224046.1","AC005076.5","Bona fide lncRNA","SLC25A40","CC","ENSG00000224046.1-ENSG00000075303.12",689.321,-689.321,"-","-","Intergenic"
"ENSG00000075336.11","ENSG00000264247.1","LINC00909","Bona fide lncRNA","TIMM21","Protein coding","ENSG00000264247.1-ENSG00000075336.11",442.625,442.625,"-","+","Intergenic"
"ENSG00000075391.16","ENSG00000224687.1","RASAL2-AS1","Bona fide lncRNA","RASAL2","Protein coding","ENSG00000224687.1-ENSG00000075391.16",0.157,-0.157,"-","+","Bidirectional"
"ENSG00000075399.13","ENSG00000260923.6","LINC02193","Bona fide lncRNA","VPS9D1","Protein coding","ENSG00000260923.6-ENSG00000075399.13",500.462,500.462,"+","-","Intergenic"
"ENSG00000075415.12","ENSG00000257167.2","TMPO-AS1","Bona fide lncRNA","SLC25A3","Protein coding","ENSG00000257167.2-ENSG00000075415.12",77.238,-77.238,"-","+","Intergenic"
"ENSG00000075568.16","ENSG00000230606.10","AC159540.1","Bona fide lncRNA","TMEM131","Protein coding","ENSG00000230606.10-ENSG00000075568.16",366.618,-366.618,"-","-","Intergenic"
"ENSG00000075702.16","ENSG00000267254.5","ZNF790-AS1","Bona fide lncRNA","WDR62","CC","ENSG00000267254.5-ENSG00000075702.16",742.555,742.555,"+","+","Intergenic"
"ENSG00000075702.16","ENSG00000232677.6","LINC00665","Bona fide lncRNA","WDR62","CC","ENSG00000232677.6-ENSG00000075702.16",267.265,267.265,"-","+","Intergenic"
"ENSG00000075702.16","ENSG00000233527.8","ZNF529-AS1","Bona fide lncRNA","WDR62","CC","ENSG00000233527.8-ENSG00000075702.16",518.107,518.107,"+","+","Intergenic"
"ENSG00000075702.16","ENSG00000225975.6","LINC01534","Bona fide lncRNA","WDR62","CC","ENSG00000225975.6-ENSG00000075702.16",632.447,632.447,"-","+","Intergenic"
"ENSG00000075702.16","ENSG00000226510.1","UPK1A-AS1","Bona fide lncRNA","WDR62","CC","ENSG00000226510.1-ENSG00000075702.16",381.59,-381.59,"-","+","Intergenic"
"ENSG00000075702.16","ENSG00000236144.6","TMEM147-AS1","Bona fide lncRNA","WDR62","CC","ENSG00000236144.6-ENSG00000075702.16",508.852,-508.852,"-","+","Intergenic"
"ENSG00000075711.20","ENSG00000228109.1","MELTF-AS1","Bona fide lncRNA","DLG1","Protein coding","ENSG00000228109.1-ENSG00000075711.20",293.935,-293.935,"+","-","Intergenic"
"ENSG00000075785.12","ENSG00000244300.2","GATA2-AS1","Bona fide lncRNA","RAB7A","Protein coding","ENSG00000244300.2-ENSG00000075785.12",236.91,-236.91,"+","+","Intergenic"
"ENSG00000075790.10","ENSG00000241764.3","AC002467.7","Bona fide lncRNA","BCAP29","Protein coding","ENSG00000241764.3-ENSG00000075790.10",163.215,163.215,"-","+","Intergenic"
"ENSG00000075856.11","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","SART3","Protein coding","ENSG00000256262.1-ENSG00000075856.11",492.563,492.563,"-","-","Intergenic"
"ENSG00000075914.12","MSTRG.22236",NA,"Bona fide lncRNA","EXOSC7","Protein coding","MSTRG.22236-ENSG00000075914.12",975.786,-975.786,"+","+","Intergenic"
"ENSG00000076003.4","ENSG00000224043.7","CCNT2-AS1","Bona fide lncRNA","MCM6","CC","ENSG00000224043.7-ENSG00000076003.4",957.716,-957.716,"-","-","Intergenic"
"ENSG00000076003.4","ENSG00000231890.7","DARS-AS1","Bona fide lncRNA","MCM6","CC","ENSG00000231890.7-ENSG00000076003.4",108.75,108.75,"+","-","Intergenic"
"ENSG00000076067.12","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","RBMS2","Protein coding","ENSG00000258056.2-ENSG00000076067.12",792.825,-792.825,"+","+","Intergenic"
"ENSG00000076108.11","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","BAZ2A","TF","ENSG00000258056.2-ENSG00000076108.11",882.75,-882.75,"+","-","Intergenic"
"ENSG00000076242.14","ENSG00000235257.8","ITGA9-AS1","Bona fide lncRNA","MLH1","CC","ENSG00000235257.8-ENSG00000076242.14",835.897,835.897,"-","+","Intergenic"
"ENSG00000076248.10","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","UNG","Protein coding","ENSG00000256262.1-ENSG00000076248.10",43.622,-43.622,"-","+","Intergenic"
"ENSG00000076513.16","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","ANKRD13A","Protein coding","ENSG00000256262.1-ENSG00000076513.16",945.019,-945.019,"-","+","Intergenic"
"ENSG00000076650.6","ENSG00000267213.4","AC007773.2","Bona fide lncRNA","GPATCH1","Protein coding","ENSG00000267213.4-ENSG00000076650.6",675.32,-675.32,"-","+","Intergenic"
"ENSG00000076650.6","ENSG00000267475.1","CTD-2538C1.2","Bona fide lncRNA","GPATCH1","Protein coding","ENSG00000267475.1-ENSG00000076650.6",389.13,-389.13,"-","+","Intergenic"
"ENSG00000076662.9","ENSG00000267106.5","ZNF561-AS1","Bona fide lncRNA","ICAM3","Protein coding","ENSG00000267106.5-ENSG00000076662.9",713.17,-713.17,"+","-","Intergenic"
"ENSG00000076662.9","MSTRG.16057",NA,"Bona fide lncRNA","ICAM3","Protein coding","MSTRG.16057-ENSG00000076662.9",144.689,144.689,"-","-","Intergenic"
"ENSG00000076685.18","ENSG00000269609.5","RPARP-AS1","Bona fide lncRNA","NT5C2","Protein coding","ENSG00000269609.5-ENSG00000076685.18",652.844,-652.844,"+","-","Intergenic"
"ENSG00000076706.16","ENSG00000184232.8a","OAF","Bona fide lncRNA","MCAM","Protein coding","ENSG00000184232.8a-ENSG00000076706.16",896.607,896.607,"+","-","Intergenic"
"ENSG00000076924.11","ENSG00000269386.5","RAB11B-AS1","Bona fide lncRNA","XAB2","Protein coding","ENSG00000269386.5-ENSG00000076924.11",748.262,748.262,"-","-","Intergenic"
"ENSG00000076928.17","ENSG00000254887.1","CTC-378H22.1","Bona fide lncRNA","ARHGEF1","Protein coding","ENSG00000254887.1-ENSG00000076928.17",248.107,248.107,"+","+","Intergenic"
"ENSG00000076944.15","ENSG00000269386.5","RAB11B-AS1","Bona fide lncRNA","STXBP2","Protein coding","ENSG00000269386.5-ENSG00000076944.15",735.046,735.046,"-","+","Intergenic"
"ENSG00000076984.17","ENSG00000269386.5","RAB11B-AS1","Bona fide lncRNA","MAP2K7","Protein coding","ENSG00000269386.5-ENSG00000076984.17",473.92,473.92,"-","+","Intergenic"
"ENSG00000077147.14","MSTRG.4219",NA,"Bona fide lncRNA","TM9SF3","Protein coding","MSTRG.4219-ENSG00000077147.14",163.5,163.5,"-","-","Intergenic"
"ENSG00000077147.14","ENSG00000226688.6","ENTPD1-AS1","Bona fide lncRNA","TM9SF3","Protein coding","ENSG00000226688.6-ENSG00000077147.14",496.853,-496.853,"-","-","Intergenic"
"ENSG00000077150.18","ENSG00000269609.5","RPARP-AS1","Bona fide lncRNA","NFKB2","TF","ENSG00000269609.5-ENSG00000077150.18",54.125,54.125,"+","+","Intergenic"
"ENSG00000077235.17","ENSG00000245888.6","FLJ21408","Bona fide lncRNA","GTF3C1","Protein coding","ENSG00000245888.6-ENSG00000077235.17",179.67,-179.67,"+","-","Intergenic"
"ENSG00000077238.13","ENSG00000245888.6","FLJ21408","Bona fide lncRNA","IL4R","Protein coding","ENSG00000245888.6-ENSG00000077238.13",27.256,-27.256,"+","+","Intergenic"
"ENSG00000077348.8","ENSG00000254887.1","CTC-378H22.1","Bona fide lncRNA","EXOSC5","CC","ENSG00000254887.1-ENSG00000077348.8",735.076,735.076,"+","-","Intergenic"
"ENSG00000077454.15","ENSG00000227053.1","RP11-395B7.4","Bona fide lncRNA","LRCH4","Protein coding","ENSG00000227053.1-ENSG00000077454.15",431.448,431.448,"-","-","Intergenic"
"ENSG00000077463.14","MSTRG.15887",NA,"Bona fide lncRNA","SIRT6","Protein coding","MSTRG.15887-ENSG00000077463.14",541.921,541.921,"+","-","Intergenic"
"ENSG00000077684.15","ENSG00000251432.6","RP11-420A23.1","Bona fide lncRNA","JADE1","Protein coding","ENSG00000251432.6-ENSG00000077684.15",354.454,-354.454,"+","+","Intergenic"
"ENSG00000077684.15","ENSG00000248187.1","RP11-184M15.1","Bona fide lncRNA","JADE1","Protein coding","ENSG00000248187.1-ENSG00000077684.15",239.092,-239.092,"-","+","Intergenic"
"ENSG00000077782.19","ENSG00000253414.2","RP11-150O12.6","Bona fide lncRNA","FGFR1","Protein coding","ENSG00000253414.2-ENSG00000077782.19",946.988,-946.988,"-","-","Intergenic"
"ENSG00000077782.19","ENSG00000253161.5","LINC01605","Bona fide lncRNA","FGFR1","Protein coding","ENSG00000253161.5-ENSG00000077782.19",974.703,-974.703,"-","-","Intergenic"
"ENSG00000077942.18","ENSG00000226328.6","NUP50-AS1","Bona fide lncRNA","FBLN1","Protein coding","ENSG00000226328.6-ENSG00000077942.18",339.02,-339.02,"-","+","Intergenic"
"ENSG00000077942.18","ENSG00000241990.5","PRR34-AS1","Bona fide lncRNA","FBLN1","Protein coding","ENSG00000241990.5-ENSG00000077942.18",550.814,550.814,"+","+","Intergenic"
"ENSG00000078061.12","ENSG00000203402.2","RP11-571E6.3","Bona fide lncRNA","ARAF","Protein coding","ENSG00000203402.2-ENSG00000078061.12",263.248,-263.248,"+","+","Intergenic"
"ENSG00000078070.12","ENSG00000240024.5","LINC00888","Bona fide lncRNA","MCCC1","Protein coding","ENSG00000240024.5-ENSG00000078070.12",348.021,348.021,"+","-","Intergenic"
"ENSG00000078098.13","ENSG00000230918.1","AC008063.2","Bona fide lncRNA","FAP","Protein coding","ENSG00000230918.1-ENSG00000078098.13",100.525,-100.525,"+","-","Intergenic"
"ENSG00000078124.11","ENSG00000255135.3","RP11-111M22.3","Bona fide lncRNA","ACER3","Protein coding","ENSG00000255135.3-ENSG00000078124.11",416.217,-416.217,"-","+","Intergenic"
"ENSG00000078140.13","ENSG00000255458.5","RP11-539G18.3","Bona fide lncRNA","UBE2K","Protein coding","ENSG00000255458.5-ENSG00000078140.13",58.863,-58.863,"+","+","Intergenic"
"ENSG00000078177.13","ENSG00000255458.5","RP11-539G18.3","Bona fide lncRNA","N4BP2","Protein coding","ENSG00000255458.5-ENSG00000078177.13",417.645,-417.645,"+","+","Intergenic"
"ENSG00000078246.16","MSTRG.6504",NA,"Bona fide lncRNA","TULP3","Protein coding","MSTRG.6504-ENSG00000078246.16",634.674,-634.674,"-","+","Intergenic"
"ENSG00000078304.19","MSTRG.10022",NA,"Bona fide lncRNA","PPP2R5C","Protein coding","MSTRG.10022-ENSG00000078304.19",706.446,-706.446,"+","+","Intergenic"
"ENSG00000078304.19","ENSG00000225746.9","SNHG23","Bona fide lncRNA","PPP2R5C","Protein coding","ENSG00000225746.9-ENSG00000078304.19",795.217,-795.217,"+","+","Intergenic"
"ENSG00000078304.19","MSTRG.10023",NA,"Bona fide lncRNA","PPP2R5C","Protein coding","MSTRG.10023-ENSG00000078304.19",701.289,-701.289,"+","+","Intergenic"
"ENSG00000078304.19","ENSG00000214548.14","MEG3","Bona fide lncRNA","PPP2R5C","Protein coding","ENSG00000214548.14-ENSG00000078304.19",928.098,-928.098,"+","+","Intergenic"
"ENSG00000078304.19","ENSG00000223403.3","MEG9","Bona fide lncRNA","PPP2R5C","Protein coding","ENSG00000223403.3-ENSG00000078304.19",690.055,-690.055,"+","+","Intergenic"
"ENSG00000078304.19","MSTRG.10014",NA,"Bona fide lncRNA","PPP2R5C","Protein coding","MSTRG.10014-ENSG00000078304.19",722.505,-722.505,"+","+","Intergenic"
"ENSG00000078369.17","MSTRG.124",NA,"Bona fide lncRNA","GNB1","Protein coding","MSTRG.124-ENSG00000078369.17",134.854,-134.854,"+","-","Intergenic"
"ENSG00000078369.17","ENSG00000224870.6","RP4-758J18.2","Bona fide lncRNA","GNB1","Protein coding","ENSG00000224870.6-ENSG00000078369.17",432.479,-432.479,"+","-","Intergenic"
"ENSG00000078399.17","ENSG00000240990.9","HOXA11-AS","Bona fide lncRNA","HOXA9","TF","ENSG00000240990.9-ENSG00000078399.17",19.878,19.878,"+","-","Intergenic"
"ENSG00000078399.17","ENSG00000233429.9","HOTAIRM1","Bona fide lncRNA","HOXA9","TF","ENSG00000233429.9-ENSG00000078399.17",65.907,-65.907,"+","-","Intergenic"
"ENSG00000078487.17","ENSG00000227053.1","RP11-395B7.4","Bona fide lncRNA","ZCWPW1","Protein coding","ENSG00000227053.1-ENSG00000078487.17",587.976,587.976,"-","-","Intergenic"
